Day,Product variant SKU at time of sale,Net items sold
11/12/2025,TDWFP020,4
11/12/2025,TDWFP010,1
11/12/2025,TDWM001,6
11/12/2025,TDW2300,2
11/12/2025,TDWFP019,5
11/12/2025,TDWFP011,10
11/12/2025,TDWFP019,8
11/12/2025,TDWFP028,4
11/12/2025,TDW2300,2
11/12/2025,TDWFP020,9
11/12/2025,TDWB004,1
11/12/2025,TDWFP016,1
11/12/2025,TDWFP008,3
11/12/2025,TD635060U,1
11/12/2025,TD125030U,4
11/12/2025,TDWFP004,1
11/12/2025,TDWFP022,9
11/12/2025,TD578060U,2
11/12/2025,TDWM004.3,1
11/12/2025,TDWFP001,31
11/12/2025,TDWFP022,1
11/12/2025,TDWFP006,7
11/12/2025,TDWFP015,11
11/12/2025,TDW3670,1
11/12/2025,TD523120U,2
11/12/2025,TDW3670,3
11/12/2025,TDWFP009,1
11/12/2025,TDWFP021,15
11/12/2025,TD440060U,4
11/12/2025,TDWFP014,1
11/12/2025,TDWFP009,3
11/12/2025,TD125030U,1
11/12/2025,TDWFP019,2
11/12/2025,TDWFP005,2
11/12/2025,T172060U,2
11/12/2025,TD128090U,1
11/12/2025,TDWFP009,1
11/12/2025,TDWFP007,6
11/12/2025,TD125030U,1
11/12/2025,TDWFP013,3
11/12/2025,TD525060U,4
11/12/2025,GYGR001,2
11/12/2025,TDWFP007,6
11/12/2025,TDWFP012.1,1
11/12/2025,TDWFP022,6
11/12/2025,TD145060U,2
11/12/2025,TDWFP008,5
11/12/2025,TD523120U,1
11/12/2025,TD760030U,1
11/12/2025,TD718060U,3
11/12/2025,TDWFP009,5
11/12/2025,TDW3670,2
11/12/2025,TDWFP023,1
11/12/2025,TD125030U,2
11/12/2025,TDWFP021,1
11/12/2025,TDWFP002,1
11/12/2025,TDWFP007,5
11/12/2025,TD527030U,5
11/12/2025,TD250120U,1
11/12/2025,TD524120U,1
11/12/2025,TDWFP015,7
11/12/2025,TD440060U,5
11/12/2025,TD525060U,1
11/12/2025,TDWFP023,1
11/12/2025,TDWFP011,10
11/12/2025,TDWB019,2
11/12/2025,TD482060U,2
11/12/2025,TDWFP002,2
11/12/2025,TDWFP006,5
11/12/2025,TDWFP016,5
11/12/2025,TDWFP008,14
11/12/2025,TD125060U,1
11/12/2025,TDWFP022,5
11/12/2025,TD578060U,2
11/12/2025,TDWFP014,10
11/12/2025,TDWFP002,34
11/12/2025,TD250060U,2
11/12/2025,TDWB002,1
11/11/2025,TDWFP009,2
11/11/2025,TDWM002,1
11/11/2025,TDWFP008,20
11/11/2025,TDWFP005,-1
11/11/2025,TD266060U,2
11/11/2025,TDWFP022,6
11/11/2025,TDWFP020,1
11/11/2025,TDWFP001,1
11/11/2025,TD250060U,5
11/11/2025,T172060U,2
11/11/2025,TDWFP013,2
11/11/2025,TDWFP014,13
11/11/2025,TD482060U,4
11/11/2025,TDWFP006,17
11/11/2025,TDWB012,1
11/11/2025,TD128090U,1
11/11/2025,TD440060U,4
11/11/2025,TD523120U,3
11/11/2025,TDWB017,1
11/11/2025,TD525060U,1
11/11/2025,TDWFP023,1
11/11/2025,TDWFP021,1
11/11/2025,TD125030U,9
11/11/2025,TDWFP022,-1
11/11/2025,TDWFP009,3
11/11/2025,TD485060U,2
11/11/2025,TDWFP023,3
11/11/2025,TDWFP001,21
11/11/2025,TD250120U,2
11/11/2025,TD527030U,5
11/11/2025,TD918060U,4
11/11/2025,TDWFP012.1,1
11/11/2025,TDWFP019,3
11/11/2025,TDWFP022,2
11/11/2025,TDWFP020,4
11/11/2025,TDWFP007,14
11/11/2025,TD918060U,2
11/11/2025,TDWFP003,3
11/11/2025,TDWFP017,2
11/11/2025,TDWFP028,6
11/11/2025,TD125030U,7
11/11/2025,TD125030U,2
11/11/2025,TD718060U,1
11/11/2025,TDWFP005,1
11/11/2025,TDWFP019,5
11/11/2025,TD125060U,2
11/11/2025,TDWFP002,30
11/11/2025,TDWFP007,1
11/11/2025,TDWFP011,2
11/11/2025,TDWFP011,1
11/11/2025,TD718060U,2
11/11/2025,TDWFP015,9
11/11/2025,TD524120U,1
11/11/2025,TDWFP015,8
11/11/2025,TDWFP001,1
11/11/2025,TDWFP021,18
11/11/2025,TD440060U,3
11/11/2025,TDW3670,11
11/11/2025,TDWFP016,4
11/11/2025,TDW3670,3
11/11/2025,TDWFP004,2
11/11/2025,TDWFP006,4
11/11/2025,TDWFP007,16
11/11/2025,TDWFP002,1
11/11/2025,TDWFP013,1
11/11/2025,TD527030U,2
11/11/2025,TDWFP011,25
11/11/2025,TDWFP019,6
11/11/2025,TDW2300,2
11/11/2025,TDWM001,6
11/11/2025,TDW4682,1
11/11/2025,TDWFP008,3
11/11/2025,TDWFP020,10
11/11/2025,TD760030U,1
11/11/2025,TDWFP015,1
11/11/2025,TDWFP013,15
11/11/2025,TD125060U,1
11/11/2025,TDWFP004,3
11/11/2025,TDWFP012,3
11/11/2025,GYGR001,2
11/11/2025,TDW4682,3
11/11/2025,TD360060U,1
11/11/2025,TDWFP006,5
11/11/2025,TDW2075,12
11/11/2025,TDWM001,1
11/11/2025,TD440060U,9
11/11/2025,TDWFP001,17
11/11/2025,TD523120U,4
11/11/2025,TDWFP024,0
11/11/2025,TDWFP012,5
11/11/2025,TDWFP017,7
11/11/2025,T172060U,1
11/11/2025,TDWFP024,28
11/11/2025,TDWFP010,7
11/11/2025,TDWFP001,48
11/11/2025,TDWFP024,5
11/11/2025,TDW3670,1
11/11/2025,TDWFP013,5
11/11/2025,TDWFP007,1
11/11/2025,TDWFP004,4
11/11/2025,TDWFP011,2
11/11/2025,TD485060U,1
11/11/2025,TD482060U,2
11/11/2025,TDW2075,10
11/11/2025,TDWFP002,3
11/11/2025,TDWFP015,3
11/11/2025,TDWC010,1
11/11/2025,TDWB003,1
11/11/2025,TDWFP021,3
11/11/2025,TDW4680,2
11/11/2025,TDWFP003,1
11/11/2025,TD527030U,8
11/11/2025,TDWFP002,52
11/11/2025,TDW4680,1
11/11/2025,TD524120U,3
11/11/2025,TDW2300,4
11/11/2025,TD250120U,9
11/11/2025,TDW2075,3
11/11/2025,TDWFP010,96
11/11/2025,TDWFP019.1,8
11/11/2025,TDW0910,7
11/11/2025,TDWB020,24
11/11/2025,TDWFP016,14
11/11/2025,TD482060U,2
11/11/2025,TDWFP010,47
11/11/2025,TDWFP011,1
11/11/2025,TDW0910,4
11/11/2025,TDWFP002,13
11/11/2025,TDWFP008,13
11/11/2025,TDWFP011,4
11/11/2025,TDWFP028,80
11/11/2025,TDWFP003,74
11/11/2025,TD529060U,1
11/11/2025,TD250120U,8
11/11/2025,T172060U,6
11/11/2025,TD250060U,19
11/11/2025,TD125060U,2
11/11/2025,TDW4680,13
11/11/2025,TD250060U,33
11/11/2025,TDWFP012,3
11/10/2025,TDWFP017,8
11/10/2025,T172060U,1
11/10/2025,TDWFP012,13
11/10/2025,TDWFP010,12
11/10/2025,TDWFP024,21
11/10/2025,TDW0910,3
11/10/2025,TD250060U,1
11/10/2025,TDWFP001,48
11/10/2025,TDWFP010,31
11/10/2025,TDWT001,1
11/10/2025,TDWFP024,3
11/10/2025,TDWFP011,8
11/10/2025,TDWFP008,21
11/10/2025,TDWG003,1
11/10/2025,TDWFP013,3
11/10/2025,TDWFP011,3
11/10/2025,TD250060U,34
11/10/2025,TDWFP012,1
11/10/2025,TD482060U,2
11/10/2025,TDW2075,10
11/10/2025,TDWFP015,4
11/10/2025,TDW0910,1
11/10/2025,TDWFP021,3
11/10/2025,TDWFP013,16
11/10/2025,TDWFP003,3
11/10/2025,TD125060U,3
11/10/2025,TD145060U,2
11/10/2025,TDW4680,2
11/10/2025,TDWFP004,11
11/10/2025,TDW2300,2
11/10/2025,TD360060U,2
11/10/2025,TDWB008,1
11/10/2025,TD250120U,3
11/10/2025,TDWFP001,11
11/10/2025,TD523120U,2
11/10/2025,TDWFP002,1
11/10/2025,TDWFP019.1,21
11/10/2025,TDW0910,12
11/10/2025,TDWFP016,6
11/10/2025,TDWB020,23
11/10/2025,TDWFP004,3
11/10/2025,TDWFP002,3
11/10/2025,GYGR002,1
11/10/2025,TDWFP003,94
11/10/2025,TDWFP028,122
11/10/2025,TD250060U,15
11/10/2025,TD250120U,8
11/10/2025,T172060U,3
11/10/2025,TDW4680,21
11/10/2025,TD360060U,3
11/10/2025,TD125060U,3
11/10/2025,TD128090U,0
11/10/2025,TD360060U,2
11/10/2025,TD525060U,3
11/10/2025,TDWB003,1
11/10/2025,TDW4680,7
11/10/2025,TD527030U,2
11/10/2025,TDWFP002,42
11/10/2025,TD524120U,2
11/10/2025,TD918060U,1
11/10/2025,TD578060U,5
11/10/2025,TDWFP024,3
11/10/2025,GYGR002,1
11/10/2025,TDW2075,1
11/10/2025,TDWFP010,38
11/10/2025,TD440060U,9
11/10/2025,TDWFP006,3
11/10/2025,TDW2075,14
11/10/2025,TD125030U,3
11/10/2025,TDWFP021,1
11/10/2025,TDW3670,1
11/10/2025,TDWFP023,8
11/10/2025,TDWFP009,5
11/10/2025,TD527030U,3
11/10/2025,TD250120U,1
11/10/2025,TDWFP007,12
11/10/2025,TD145060U,1
11/10/2025,TDWFP022,2
11/10/2025,TDWFP012.1,16
11/10/2025,TD266060U,1
11/10/2025,TDWFP007,11
11/10/2025,TD525060U,1
11/10/2025,TD760030U,-1
11/10/2025,TD918060U,1
11/10/2025,TD718060U,2
11/10/2025,TDWFP012,1
11/10/2025,TDWFP022,16
11/10/2025,TDWFP008,9
11/10/2025,TDW4680,3
11/10/2025,TD250060U,4
11/10/2025,TD578060U,3
11/10/2025,TDWFP002,32
11/10/2025,TDWFP014,22
11/10/2025,TDWFP006,7
11/10/2025,TDWB019,3
11/10/2025,TD482060U,1
11/10/2025,TD525060U,1
11/10/2025,TDWFP015,10
11/10/2025,TD524120U,2
11/10/2025,TDWFP011,6
11/10/2025,TD440060U,8
11/10/2025,TDWFP003,4
11/10/2025,TDWFP016,7
11/10/2025,TDWFP022,4
11/10/2025,TDWFP004,4
11/10/2025,TDWFP006,3
11/10/2025,TD125030U,1
11/10/2025,TD918060U,1
11/10/2025,TDWFP001,27
11/10/2025,TDWT002,1
11/10/2025,TDWB009,1
11/10/2025,TDWFP011,13
11/10/2025,TDWFP019,11
11/10/2025,TDWFP020,1
11/10/2025,TDWFP019,5
11/10/2025,TDW2300,3
11/10/2025,TDWM001,1
11/10/2025,TDW4682,2
11/10/2025,TD635060U,2
11/10/2025,TDWFP008,3
11/10/2025,TD125030U,6
11/10/2025,TDWFP001,2
11/10/2025,TDWFP028,4
11/10/2025,TDWFP020,6
11/10/2025,TDWFP005,7
11/10/2025,TDWFP019,2
11/10/2025,TDWC007,1
11/10/2025,TDWFP009,1
11/10/2025,GYGR002,1
11/10/2025,TDWFP005,1
11/10/2025,TD266060U,1
11/10/2025,TDWFP013,6
11/10/2025,TDWFP007,2
11/10/2025,T172060U,3
11/10/2025,TDWFP013,1
11/10/2025,TDW3670,2
11/10/2025,TD523120U,1
11/10/2025,TDWFP005,6
11/10/2025,TDWFP015,10
11/10/2025,TDWB004,1
11/10/2025,TD440060U,1
11/10/2025,TDWFP021,20
11/10/2025,TDWFP014,1
11/10/2025,TDW3670,5
11/9/2025,TDWFP022,6
11/9/2025,TDW4682,1
11/9/2025,TDWFP012.1,9
11/9/2025,TDW4680,2
11/9/2025,TDWFP007,11
11/9/2025,TD145060U,2
11/9/2025,TD918060U,1
11/9/2025,TDWFP021,2
11/9/2025,TDWFP003,1
11/9/2025,TD523120U,1
11/9/2025,TD125030U,2
11/9/2025,TDWFP021,1
11/9/2025,TD250120U,6
11/9/2025,TDWFP023,4
11/9/2025,TDWFP009,3
11/9/2025,TD485060U,2
11/9/2025,TDWFP009,1
11/9/2025,TD250120U,3
11/9/2025,TDWFP023,2
11/9/2025,TD527030U,1
11/9/2025,TDW2300,4
11/9/2025,TDWFP006,9
11/9/2025,TDWB019,4
11/9/2025,TD482060U,3
11/9/2025,TDW0910,11
11/9/2025,TDWFP010,30
11/9/2025,TD440060U,5
11/9/2025,TDWFP022,11
11/9/2025,TDWB006,1
11/9/2025,TDWFP024,1
11/9/2025,TDWFP008,17
11/9/2025,TD250060U,44
11/9/2025,TDWFP012,2
11/9/2025,TDWFP020,3
11/9/2025,TDWFP011,8
11/9/2025,TD250060U,5
11/9/2025,TDWFP014,16
11/9/2025,TDWFP008,9
11/9/2025,TDWFP011,24
11/9/2025,TDWFP019,9
11/9/2025,TDWM001,5
11/9/2025,TDW2300,3
11/9/2025,TDWFP003,1
11/9/2025,TDW4682,1
11/9/2025,TDWFP008,1
11/9/2025,TDWFP020,6
11/9/2025,TDWFP024,7
11/9/2025,TDWFP006,9
11/9/2025,TDWFP004,1
11/9/2025,TDW2075,6
11/9/2025,TD440060U,7
11/9/2025,TDWFP006,1
11/9/2025,TDWB009,1
11/9/2025,TDWB018,1
11/9/2025,TDW3670,2
11/9/2025,TD718060U,1
11/9/2025,TDWFP015,15
11/9/2025,TDW2300,1
11/9/2025,TD440060U,3
11/9/2025,TDWFP021,19
11/9/2025,TDW3670,11
11/9/2025,TDWFP004,1
11/9/2025,TDWFP009,2
11/9/2025,TD718060U,2
11/9/2025,TDWFP005,9
11/9/2025,TDWFP019,5
11/9/2025,TD125030U,2
11/9/2025,TD128090U,2
11/9/2025,TD360060U,3
11/9/2025,GYGR002,3
11/9/2025,TDWFP004,2
11/9/2025,TDWFP007,1
11/9/2025,TD760030U,2
11/9/2025,TDWFP024,6
11/9/2025,TDWFP002,34
11/9/2025,TDWFP013,6
11/9/2025,TDWFP011,5
11/9/2025,TDW2075,8
11/9/2025,TD482060U,1
11/9/2025,TD125060U,1
11/9/2025,TDWFP015,4
11/9/2025,TDW0910,3
11/9/2025,TDWFP017,6
11/9/2025,TDWFP012,6
11/9/2025,TDWFP010,10
11/9/2025,TDWFP024,29
11/9/2025,TDWFP011,3
11/9/2025,TDWFP001,53
11/9/2025,TD266060U,2
11/9/2025,TD524120U,1
11/9/2025,TDWFP015,6
11/9/2025,GYGR001,1
11/9/2025,TDWFP012,1
11/9/2025,TD527030U,4
11/9/2025,TD360060U,6
11/9/2025,TDWFP007,12
11/9/2025,TDW3670,2
11/9/2025,TDWFP001,18
11/9/2025,TDWFP016,1
11/9/2025,TD760030U,3
11/9/2025,TDWFP013,8
11/9/2025,TD125060U,1
11/9/2025,TD525060U,4
11/9/2025,TDWFP004,9
11/9/2025,TDWFP013,8
11/9/2025,TDWFP002,8
11/9/2025,TDWFP003,90
11/9/2025,T172060U,2
11/9/2025,TDWFP028,178
11/9/2025,TD250060U,16
11/9/2025,TD250120U,8
11/9/2025,T172060U,3
11/9/2025,TDW4680,10
11/9/2025,TDWFP009,1
11/9/2025,TDWFP002,1
11/9/2025,TDWFP005,5
11/9/2025,TD125060U,1
11/9/2025,TD525060U,1
11/9/2025,TDWFP019.1,7
11/9/2025,TDW0910,14
11/9/2025,TDWFP016,8
11/9/2025,TDWB020,30
11/9/2025,TDWFP019,1
11/9/2025,TD918060U,1
11/9/2025,TD578060U,1
11/9/2025,TDWFP001,28
11/9/2025,TDWFP022,3
11/9/2025,TDW3670,1
11/9/2025,TDW2075,5
11/9/2025,TDWFP010,47
11/9/2025,TD125030U,14
11/9/2025,TDWB003,3
11/9/2025,TDWFP002,34
11/9/2025,TD527030U,5
11/9/2025,TDW4680,1
11/9/2025,TDWFP028,5
11/9/2025,TD718060U,1
11/9/2025,TDWFP019,1
11/9/2025,TD524120U,1
11/9/2025,TDWFP020,5
11/8/2025,TDWFP012,3
11/8/2025,TDWFP001,16
11/8/2025,TD360060U,1
11/8/2025,TD918060U,1
11/8/2025,TDWFP001,13
11/8/2025,TD523120U,1
11/8/2025,TDWFP022,7
11/8/2025,TDWFP028,3
11/8/2025,TDWFP016,1
11/8/2025,TDWFP013,7
11/8/2025,TD635060U,1
11/8/2025,TD125030U,14
11/8/2025,TDWFP020,5
11/8/2025,TD529060U,1
11/8/2025,TDWFP019,5
11/8/2025,TDWFP004,5
11/8/2025,T172060U,7
11/8/2025,TDWFP024,4
11/8/2025,TD760030U,1
11/8/2025,TDWFP013,2
11/8/2025,TDWFP013,42
11/8/2025,TDWFP009,3
11/8/2025,TDW2075,11
11/8/2025,TDWFP005,1
11/8/2025,TDWFP015,7
11/8/2025,TDW0910,3
11/8/2025,TDWFP012,5
11/8/2025,TDWFP014,2
11/8/2025,TDWFP017,1
11/8/2025,T172060U,1
11/8/2025,TDWFP024,17
11/8/2025,TDWFP010,10
11/8/2025,TDWFP001,30
11/8/2025,TD523120U,1
11/8/2025,TDWFP007,21
11/8/2025,TD578060U,1
11/8/2025,TD527030U,6
11/8/2025,TDW3670,1
11/8/2025,TDWFP002,1
11/8/2025,TDWFP010,34
11/8/2025,TDWFP002,23
11/8/2025,TD527030U,5
11/8/2025,TDW4680,3
11/8/2025,TD718060U,5
11/8/2025,TD525060U,1
11/8/2025,TDWFP008,1
11/8/2025,TD524120U,1
11/8/2025,TD578060U,1
11/8/2025,TDWFP002,7
11/8/2025,TDWFP002,21
11/8/2025,TD559060U,1
11/8/2025,TDWFP028,91
11/8/2025,TDWFP003,50
11/8/2025,TD250120U,8
11/8/2025,T172060U,5
11/8/2025,TD250060U,9
11/8/2025,TD125060U,7
11/8/2025,TD125060U,3
11/8/2025,TD360060U,1
11/8/2025,TD525060U,1
11/8/2025,TDW4680,5
11/8/2025,TDWFP019.1,4
11/8/2025,TDW0910,11
11/8/2025,TDWB020,31
11/8/2025,TDWFP016,15
11/8/2025,TD524120U,2
11/8/2025,TDWFP015,7
11/8/2025,TDWFP011,3
11/8/2025,TD482060U,1
11/8/2025,TDWB019,3
11/8/2025,TD760030U,1
11/8/2025,TDWFP006,5
11/8/2025,TD128090U,1
11/8/2025,TD440060U,2
11/8/2025,TDWFP023,2
11/8/2025,TD525060U,2
11/8/2025,TDWFP008,8
11/8/2025,TDWFP022,13
11/8/2025,TDWB006,1
11/8/2025,TD485060U,1
11/8/2025,TDWFP020,1
11/8/2025,TD250060U,5
11/8/2025,TDWFP014,11
11/8/2025,TDWB006,1
11/8/2025,TDWFP004,3
11/8/2025,TD145060U,1
11/8/2025,TDWFP022,2
11/8/2025,TD250120U,1
11/8/2025,TDWFP007,2
11/8/2025,TD918060U,2
11/8/2025,TDWFP001,1
11/8/2025,TD125030U,4
11/8/2025,TD440060U,6
11/8/2025,TDWFP006,2
11/8/2025,TDW2075,11
11/8/2025,TDWFP009,2
11/8/2025,TD485060U,1
11/8/2025,TDWFP024,5
11/8/2025,TDWFP023,2
11/8/2025,TD250120U,1
11/8/2025,TD718060U,2
11/8/2025,TDWFP010,41
11/8/2025,TD482060U,3
11/8/2025,TDW0910,2
11/8/2025,TDWFP015,10
11/8/2025,TDWFP019,1
11/8/2025,TDWFP021,7
11/8/2025,TD440060U,1
11/8/2025,TDW3670,9
11/8/2025,TD125030U,1
11/8/2025,TD718060U,1
11/8/2025,TDWFP005,2
11/8/2025,TDWFP019,3
11/8/2025,TD250060U,38
11/8/2025,GYGR002,2
11/8/2025,TDWFP012,4
11/8/2025,TDWFP008,21
11/8/2025,TD145060U,2
11/8/2025,TDWFP011,5
11/8/2025,TDW4680,4
11/8/2025,TDWFP019,5
11/8/2025,TDWM001,2
11/8/2025,TDW2300,5
11/8/2025,TDWFP008,6
11/8/2025,TDWFP021,5
11/8/2025,TDWFP003,1
11/8/2025,TDWFP020,8
11/8/2025,TD250120U,7
11/8/2025,TDWFP004,1
11/8/2025,TDW2300,7
11/8/2025,TDWFP006,3
11/8/2025,TDWFP023,1
11/8/2025,TD578060U,1
11/7/2025,TD485060U,1
11/7/2025,TD128090U,2
11/7/2025,TD360060U,9
11/7/2025,TD918060U,2
11/7/2025,TD266060U,1
11/7/2025,TDWFP007,8
11/7/2025,TDW0910,1
11/7/2025,TDWFP022,3
11/7/2025,TDWFP004,6
11/7/2025,TDWFP012.1,9
11/7/2025,TD527030U,2
11/7/2025,TD250120U,1
11/7/2025,TDWFP023,2
11/7/2025,TD125030U,6
11/7/2025,TDWFP021,4
11/7/2025,TDW2075,11
11/7/2025,TDWFP006,9
11/7/2025,TD440060U,4
11/7/2025,TDWFP024,3
11/7/2025,TD525060U,1
11/7/2025,TD440060U,4
11/7/2025,TDWFP006,11
11/7/2025,TDWB019,4
11/7/2025,TD482060U,1
11/7/2025,TDWFP014,12
11/7/2025,TD250060U,7
11/7/2025,TDWFP022,10
11/7/2025,TDWFP008,8
11/7/2025,TDW2300,1
11/7/2025,TDWFP020,7
11/7/2025,TDWFP012,1
11/7/2025,TD250060U,32
11/7/2025,TDWFP008,2
11/7/2025,TDWFP008,9
11/7/2025,TDW2300,1
11/7/2025,TDWM001,0
11/7/2025,TDWFP011,4
11/7/2025,TDWFP011,5
11/7/2025,TDWFP019,10
11/7/2025,TD482060U,1
11/7/2025,TDWFP010,44
11/7/2025,TDWFP016,1
11/7/2025,TDWG001,4
11/7/2025,TDWFP006,1
11/7/2025,TDW0910,1
11/7/2025,TDWFP004,3
11/7/2025,TD250120U,11
11/7/2025,TDW3670,7
11/7/2025,TDWB004,1
11/7/2025,TDWFP009,1
11/7/2025,TD266060U,1
11/7/2025,TDWB004,1
11/7/2025,TD440060U,1
11/7/2025,TDWFP021,16
11/7/2025,TDWFP015,6
11/7/2025,TDW2300,4
11/7/2025,TDWFP023,3
11/7/2025,TD718060U,4
11/7/2025,TDW3670,1
11/7/2025,TDWFP007,3
11/7/2025,TDW4680,3
11/7/2025,TD145060U,-1
11/7/2025,TDWFP021,2
11/7/2025,TDWFP019,2
11/7/2025,TDWFP005,3
11/7/2025,TD125030U,4
11/7/2025,TDWB004,1
11/7/2025,TDWFP028,5
11/7/2025,TD125030U,9
11/7/2025,TDW2075,2
11/7/2025,TDWFP019,4
11/7/2025,TDWFP020,3
11/7/2025,TDWFP024,1
11/7/2025,TDWFP001,22
11/7/2025,TDWFP001,19
11/7/2025,TDWFP013,1
11/7/2025,TDWFP010,6
11/7/2025,TDWFP024,18
11/7/2025,TDWFP017,6
11/7/2025,TDWFP022,1
11/7/2025,T172060U,1
11/7/2025,TDWFP012,5
11/7/2025,TD485060U,2
11/7/2025,TDWFP003,1
11/7/2025,TDWFP001,15
11/7/2025,TD250060U,1
11/7/2025,TD523120U,2
11/7/2025,TD360060U,2
11/7/2025,TD523120U,1
11/7/2025,TDWFP012,3
11/7/2025,TDWFP004,2
11/7/2025,T172060U,5
11/7/2025,TDWFP005,4
11/7/2025,TD266060U,1
11/7/2025,TDWFP009,3
11/7/2025,TDWFP013,8
11/7/2025,TDW4680,4
11/7/2025,TD125060U,2
11/7/2025,TD250060U,15
11/7/2025,TD250120U,1
11/7/2025,TD760030U,1
11/7/2025,TD525060U,2
11/7/2025,TDWFP003,55
11/7/2025,TDWFP028,100
11/7/2025,TDWFP002,0
11/7/2025,TDWFP007,14
11/7/2025,TD527030U,4
11/7/2025,TDWFP016,8
11/7/2025,TDWB020,37
11/7/2025,TDW3670,4
11/7/2025,TDWFP019.1,23
11/7/2025,TDW0910,9
11/7/2025,TDWFP010,25
11/7/2025,TDWFP016,4
11/7/2025,TDWFP011,1
11/7/2025,TDWFP015,3
11/7/2025,TD524120U,1
11/7/2025,TD578060U,2
11/7/2025,TDWFP002,8
11/7/2025,TD578060U,1
11/7/2025,TDW4680,1
11/7/2025,TD125060U,3
11/7/2025,TDW4680,1
11/7/2025,TD527030U,1
11/7/2025,TDWFP002,31
11/6/2025,TDWFP001,10
11/6/2025,TD523120U,1
11/6/2025,TDWFP016,2
11/6/2025,TD360060U,3
11/6/2025,TDWFP015,4
11/6/2025,TDWFP011,2
11/6/2025,TD559060U,1
11/6/2025,TDW4680,1
11/6/2025,TDWFP004,6
11/6/2025,TD635060U,1
11/6/2025,TD578060U,1
11/6/2025,TDWFP002,31
11/6/2025,TD529060U,1
11/6/2025,TDWFP013,10
11/6/2025,TD125060U,4
11/6/2025,TD527030U,1
11/6/2025,TDWFP015,1
11/6/2025,TD250060U,1
11/6/2025,TDW0910,1
11/6/2025,TD718060U,3
11/6/2025,TD482060U,1
11/6/2025,TDW2075,7
11/6/2025,TDWFP013,5
11/6/2025,TDWFP011,2
11/6/2025,TDWG003,1
11/6/2025,TDWFP024,2
11/6/2025,TD525060U,1
11/6/2025,TD760030U,1
11/6/2025,TD527030U,8
11/6/2025,TD266060U,1
11/6/2025,TDWFP001,35
11/6/2025,TDWFP028,1
11/6/2025,TDWFP007,12
11/6/2025,TDWFP024,23
11/6/2025,TDWFP010,8
11/6/2025,TDWFP012,6
11/6/2025,TDW3670,1
11/6/2025,TDWFP017,5
11/6/2025,T172060U,2
11/6/2025,TDWFP001,1
11/6/2025,TDWFP010,40
11/6/2025,TDWFP014,1
11/6/2025,TDW2075,5
11/6/2025,TD578060U,2
11/6/2025,GYGR002,1
11/6/2025,TD523120U,1
11/6/2025,TDWFP019,1
11/6/2025,TD524120U,4
11/6/2025,TDWFP013,1
11/6/2025,T172060U,5
11/6/2025,TDWFP001,2
11/6/2025,TD145060U,1
11/6/2025,TDW4680,2
11/6/2025,TD527030U,6
11/6/2025,TDWFP002,23
11/6/2025,TDWFP009,3
11/6/2025,TD125060U,9
11/6/2025,TD125030U,6
11/6/2025,TDW4680,8
11/6/2025,TD250120U,6
11/6/2025,TDWFP028,1
11/6/2025,T172060U,6
11/6/2025,TDWB004,1
11/6/2025,TD250060U,11
11/6/2025,TDWFP028,160
11/6/2025,TDWFP003,69
11/6/2025,TDWFP020,3
11/6/2025,TDWFP002,14
11/6/2025,TD440060U,1
11/6/2025,TDWFP019,3
11/6/2025,TD918060U,3
11/6/2025,TDWFP001,27
11/6/2025,TDWFP013,1
11/6/2025,TDWB020,40
11/6/2025,TDWFP022,4
11/6/2025,TDWFP016,4
11/6/2025,TDWFP019.1,16
11/6/2025,TDW0910,14
11/6/2025,TD250120U,1
11/6/2025,TDWB003,1
11/6/2025,TD250120U,9
11/6/2025,TDWFP023,1
11/6/2025,TD128090U,4
11/6/2025,TD440060U,5
11/6/2025,TD525060U,2
11/6/2025,TD482060U,2
11/6/2025,TDWB019,1
11/6/2025,TDW2300,4
11/6/2025,TDWFP006,7
11/6/2025,TDWFP014,15
11/6/2025,TD145060U,3
11/6/2025,TD250060U,6
11/6/2025,TDW4680,4
11/6/2025,TDWB002,1
11/6/2025,TDWFP020,1
11/6/2025,TDWFP008,19
11/6/2025,TDWB006,1
11/6/2025,TDWFP003,2
11/6/2025,TDWFP022,16
11/6/2025,TDWFP021,2
11/6/2025,TDWFP012,2
11/6/2025,TDWFP001.1,30
11/6/2025,TD250060U,27
11/6/2025,TD523120U,2
11/6/2025,TDWFP011,3
11/6/2025,TDWFP007,6
11/6/2025,TDWFP008,20
11/6/2025,TDWFP012.1,39
11/6/2025,TDWFP022,4
11/6/2025,TD145060U,1
11/6/2025,TDWFP006,1
11/6/2025,TD527030U,1
11/6/2025,TDW0910,2
11/6/2025,TD525060U,2
11/6/2025,TD482060U,2
11/6/2025,TD250120U,5
11/6/2025,TDWFP010,35
11/6/2025,TD485060U,6
11/6/2025,TDWFP009,6
11/6/2025,TDWFP023,3
11/6/2025,TDWFP021,1
11/6/2025,TD125030U,5
11/6/2025,TDWFP024,2
11/6/2025,TDW3670,4
11/6/2025,TD635060U,2
11/6/2025,TD440060U,6
11/6/2025,TDWFP021,14
11/6/2025,TDW2075,12
11/6/2025,TDWB004,1
11/6/2025,TD440060U,5
11/6/2025,TDWFP006,11
11/6/2025,TDWFP015,15
11/6/2025,TD718060U,3
11/6/2025,TDW3670,2
11/6/2025,TD559060U,1
11/6/2025,TD128090U,3
11/6/2025,TDWFP007,5
11/6/2025,TDWFP019,4
11/6/2025,TDWFP005,6
11/6/2025,TDW2300,1
