,Day,SKU,Sold,Price,Cost,Status
1012,2025-12-01,TDWFP003,460,32.46,9.59,1
1013,2025-12-01,TD527030U,37,19.57,10.02,1
1014,2025-12-01,TD125030U,48,13.26,3.48,1
1015,2025-12-01,TDWFP004,38,46.44,37.04,1
1016,2025-12-01,TDW0910,134,49.86,13.92,1
1017,2025-12-01,TD360060U,25,49.93,25.28,1
1018,2025-12-01,TDWFP009,37,11.95,5.79,1
1019,2025-12-01,TDWFP015,134,47.34,39.14,1
1020,2025-11-30,TDWFP007,106,49.93,7.79,1
1021,2025-11-30,TDWFP022,90,43.51,7.48,1
1022,2025-11-30,TDWFP001,372,43.92,11.16,1
1023,2025-11-30,TD360060U,17,49.93,25.28,1
1024,2025-11-30,TDWFP019,79,10.87,2.22,1
1025,2025-11-30,TDWFP006,91,14.39,9.52,1
1026,2025-11-30,TDWFP011,258,25.3,14.13,1
1027,2025-11-30,TDWFP015,139,47.34,39.14,1
1028,2025-11-30,TDWFP016,53,22.8,20.75,1
1029,2025-11-30,TDW2075,70,18.98,4.13,1
1030,2025-11-30,TDWFP003,506,32.46,9.59,1
1031,2025-11-30,TDWFP009,47,11.95,5.79,1
1032,2025-11-30,TDWFP024,496,17.18,1.27,1
1033,2025-11-30,TD250060U,207,49.94,29.87,1
1034,2025-11-30,TDW0910,121,49.86,13.92,1
1035,2025-11-30,TDWFP010,453,43.28,30.23,1
1036,2025-11-30,T172060U,41,17.61,7.17,1
1037,2025-11-30,TDWFP023,25,13.26,7.89,1
1038,2025-11-30,TD440060U,63,31.56,29.85,1
1039,2025-11-30,TDWFP021,95,38.1,8.81,1
1040,2025-11-30,TDWFP004,22,46.44,37.04,1
1041,2025-11-30,TD125060U,30,49.75,43.82,1
1042,2025-11-30,TD125030U,49,13.26,3.48,1
1043,2025-11-30,TD250120U,96,43.48,34.45,1
1044,2025-11-30,TDWFP002,288,33.86,23.15,1
1045,2025-11-30,TDWFP008,147,45.39,12.37,1
1046,2025-11-30,TDW2300,42,12.9,9.83,1
1047,2025-11-30,TDW4680,205,33.04,1.56,1
1048,2025-11-30,TDWFP012,35,42.57,32.61,1
1049,2025-11-30,TDW3670,96,18.07,15.4,1
1050,2025-11-30,TDWFP014,46,35.79,22.5,1
1051,2025-11-30,TD527030U,34,19.57,10.02,1
1052,2025-11-30,TDWFP020,63,48.09,28.37,1
1053,2025-11-29,TDWFP012,46,42.57,32.61,1
1054,2025-11-29,TDWFP021,67,38.1,8.81,1
1055,2025-11-29,TDWFP011,85,25.3,14.13,1
1056,2025-11-29,TDWFP004,32,46.44,37.04,1
1057,2025-11-29,TDWFP024,129,17.18,1.27,1
1058,2025-11-29,TDWFP014,34,35.79,22.5,1
1059,2025-11-29,TDWFP001,274,43.92,11.16,1
1060,2025-11-29,TDWFP009,43,11.95,5.79,1
1061,2025-11-29,TDW3670,47,18.07,15.4,1
1062,2025-11-29,TDWFP008,162,45.39,12.37,1
1063,2025-11-29,TDWFP020,51,48.09,28.37,1
1064,2025-11-29,TDWFP003,325,32.46,9.59,1
1065,2025-11-29,TDWFP019,44,10.87,2.22,1
1066,2025-11-29,TDWFP006,70,14.39,9.52,1
1067,2025-11-29,TDWFP016,26,22.8,20.75,1
1068,2025-11-29,TD125030U,36,13.26,3.48,1
1069,2025-11-29,TD527030U,18,19.57,10.02,1
1070,2025-11-29,T172060U,38,17.61,7.17,1
1071,2025-11-29,TDWFP010,282,43.28,30.23,1
1072,2025-11-29,TD250060U,113,49.94,29.87,1
1073,2025-11-29,TDWFP007,92,49.93,7.79,1
1074,2025-11-29,TDW2300,23,12.9,9.83,1
1075,2025-11-29,TDWFP002,258,33.86,23.15,1
1076,2025-11-29,TD125060U,27,49.75,43.82,1
1077,2025-11-29,TDW2075,54,18.98,4.13,1
1078,2025-11-29,TD250120U,76,43.48,34.45,1
1079,2025-11-29,TDWFP022,51,43.51,7.48,1
1080,2025-11-29,TDWFP023,16,13.26,7.89,1
1081,2025-11-29,TD440060U,46,31.56,29.85,1
1082,2025-11-29,TD360060U,26,49.93,25.28,1
1083,2025-11-29,TDWFP015,138,47.34,39.14,1
1084,2025-11-29,TDW0910,74,49.86,13.92,1
1085,2025-11-29,TDW4680,130,33.04,1.56,1
1086,2025-11-28,TDWFP023,48,13.26,7.89,1
1087,2025-11-28,TDWFP009,83,11.95,5.79,1
1088,2025-11-28,TDW4680,259,33.04,1.56,1
1089,2025-11-28,TD125060U,70,49.75,43.82,1
1090,2025-11-28,TDWFP021,174,38.1,8.81,1
1091,2025-11-28,TD125030U,89,13.26,3.48,1
1092,2025-11-28,TDWFP020,102,48.09,28.37,1
1093,2025-11-28,TD527030U,45,19.57,10.02,1
1094,2025-11-28,TDW2300,42,12.9,9.83,1
1095,2025-11-28,TDW0910,181,49.86,13.92,1
1096,2025-11-28,TDWFP002,718,33.86,23.15,1
1097,2025-11-28,TDWFP003,579,32.46,9.59,1
1098,2025-11-28,TDWFP012,115,42.57,32.61,1
1099,2025-11-28,TDWFP015,285,47.34,39.14,1
1100,2025-11-28,TDWFP001,862,43.92,11.16,1
1101,2025-11-28,TDWFP004,60,46.44,37.04,1
1102,2025-11-28,TDWFP008,302,45.39,12.37,1
1103,2025-11-28,TD250120U,195,43.48,34.45,1
1104,2025-11-28,TD360060U,63,49.93,25.28,1
1105,2025-11-28,TDWFP014,82,35.79,22.5,1
1106,2025-11-28,TDWFP016,82,22.8,20.75,1
1107,2025-11-28,TD440060U,116,31.56,29.85,1
1108,2025-11-28,TDWFP011,221,25.3,14.13,1
1109,2025-11-28,TDW2075,123,18.98,4.13,1
1110,2025-11-28,TD250060U,275,49.94,29.87,1
1111,2025-11-28,TDWFP006,146,14.39,9.52,1
1112,2025-11-28,TDWFP010,644,43.28,30.23,1
1113,2025-11-28,TDWFP022,190,43.51,7.48,1
1114,2025-11-28,TDWFP019,134,10.87,2.22,1
1115,2025-11-28,T172060U,78,17.61,7.17,1
1116,2025-11-28,TDW3670,125,18.07,15.4,1
1117,2025-11-28,TDWFP024,264,17.18,1.27,1
1118,2025-11-28,TDWFP007,229,49.93,7.79,1
1119,2025-11-27,TD527030U,14,19.57,10.02,1
1120,2025-11-27,TDWFP006,27,14.39,9.52,1
1121,2025-11-27,TDWFP008,36,45.39,12.37,1
1122,2025-11-27,TD250120U,40,43.48,34.45,1
1123,2025-11-27,TDWFP012,19,42.57,32.61,1
1124,2025-11-27,TD440060U,20,31.56,29.85,1
1125,2025-11-27,TD250060U,86,49.94,29.87,1
1126,2025-11-27,TDWFP014,11,35.79,22.5,1
1127,2025-11-27,TDWFP001,144,43.92,11.16,1
1128,2025-11-27,TDWFP004,21,46.44,37.04,1
1129,2025-11-27,TD360060U,7,49.93,25.28,1
1130,2025-11-27,TDWFP016,7,22.8,20.75,1
1131,2025-11-27,TDWFP024,23,17.18,1.27,1
1132,2025-11-27,TDWFP015,43,47.34,39.14,1
1133,2025-11-27,TDWFP003,47,32.46,9.59,1
1134,2025-11-27,TDW0910,17,49.86,13.92,1
1135,2025-11-27,TDWFP009,4,11.95,5.79,1
1136,2025-11-27,TDWFP010,137,43.28,30.23,1
1137,2025-11-27,T172060U,13,17.61,7.17,1
1138,2025-11-27,TDW2075,27,18.98,4.13,1
1139,2025-11-27,TDWFP023,7,13.26,7.89,1
1140,2025-11-27,TD125030U,24,13.26,3.48,1
1141,2025-11-27,TDWFP002,94,33.86,23.15,1
1142,2025-11-27,TDW2300,8,12.9,9.83,1
1143,2025-11-27,TDWFP022,30,43.51,7.48,1
1144,2025-11-27,TDW4680,42,33.04,1.56,1
1145,2025-11-27,TDWFP020,17,48.09,28.37,1
1146,2025-11-27,TDWFP011,25,25.3,14.13,1
1147,2025-11-27,TD125060U,7,49.75,43.82,1
1148,2025-11-27,TDWFP019,19,10.87,2.22,1
1149,2025-11-27,TDWFP007,48,49.93,7.79,1
1150,2025-11-27,TDW3670,14,18.07,15.4,1
1151,2025-11-27,TDWFP021,18,38.1,8.81,1
1152,2025-11-26,TDWFP016,19,22.8,20.75,1
1153,2025-11-26,TDWFP020,36,48.09,28.37,1
1154,2025-11-26,TD360060U,27,49.93,25.28,1
1155,2025-11-26,TDW2300,22,12.9,9.83,1
1156,2025-11-26,TD125060U,39,49.75,43.82,1
1157,2025-11-26,TDWFP021,37,38.1,8.81,1
1158,2025-11-26,TDWFP024,43,17.18,1.27,1
1159,2025-11-26,TDWFP012,28,42.57,32.61,1
1160,2025-11-26,TDWFP015,82,47.34,39.14,1
1161,2025-11-26,TDWFP003,111,32.46,9.59,1
1162,2025-11-26,TDW4680,67,33.04,1.56,1
1163,2025-11-26,TDWFP022,52,43.51,7.48,1
1164,2025-11-26,TDW0910,52,49.86,13.92,1
1165,2025-11-26,TDWFP009,31,11.95,5.79,1
1166,2025-11-26,TDWFP019,41,10.87,2.22,1
1167,2025-11-26,T172060U,34,17.61,7.17,1
1168,2025-11-26,TD125030U,29,13.26,3.48,1
1169,2025-11-26,TDWFP001,273,43.92,11.16,1
1170,2025-11-26,TDWFP010,157,43.28,30.23,1
1171,2025-11-26,TDW3670,36,18.07,15.4,1
1172,2025-11-26,TD250120U,70,43.48,34.45,1
1173,2025-11-26,TD527030U,16,19.57,10.02,1
1174,2025-11-26,TD250060U,92,49.94,29.87,1
1175,2025-11-26,TD440060U,40,31.56,29.85,1
1176,2025-11-26,TDW2075,42,18.98,4.13,1
1177,2025-11-26,TDWFP002,233,33.86,23.15,1
1178,2025-11-26,TDWFP008,89,45.39,12.37,1
1179,2025-11-26,TDWFP004,23,46.44,37.04,1
1180,2025-11-26,TDWFP006,68,14.39,9.52,1
1181,2025-11-26,TDWFP023,10,13.26,7.89,1
1182,2025-11-26,TDWFP014,14,35.79,22.5,1
1183,2025-11-26,TDWFP007,50,49.93,7.79,1
1184,2025-11-26,TDWFP011,86,25.3,14.13,1
1185,2025-11-25,TDWFP022,9,43.51,7.48,1
1186,2025-11-25,TDW0910,9,49.86,13.92,1
1187,2025-11-25,TDWFP019,8,10.87,2.22,1
1188,2025-11-25,TDWFP004,4,46.44,37.04,1
1189,2025-11-25,TDWFP014,5,35.79,22.5,1
1190,2025-11-25,TD250120U,10,43.48,34.45,1
1191,2025-11-25,TDWFP012,6,42.57,32.61,1
1192,2025-11-25,TDWFP015,22,47.34,39.14,1
1193,2025-11-25,TDWFP010,43,43.28,30.23,1
1194,2025-11-25,TDWFP020,5,48.09,28.37,1
1195,2025-11-25,TDW3670,5,18.07,15.4,1
1196,2025-11-25,TDW4680,3,33.04,1.56,1
1197,2025-11-25,TDWFP023,2,13.26,7.89,1
1198,2025-11-25,TD360060U,2,49.93,25.28,1
1199,2025-11-25,TDW2300,6,12.9,9.83,1
1200,2025-11-25,TD527030U,8,19.57,10.02,1
1201,2025-11-25,TDWFP003,36,32.46,9.59,1
1202,2025-11-25,TDWFP016,8,22.8,20.75,1
1203,2025-11-25,TD250060U,38,49.94,29.87,1
1204,2025-11-25,T172060U,4,17.61,7.17,1
1205,2025-11-25,TD125060U,10,49.75,43.82,1
1206,2025-11-25,TDWFP024,16,17.18,1.27,1
1207,2025-11-25,TDW2075,12,18.98,4.13,1
1208,2025-11-25,TDWFP006,12,14.39,9.52,1
1209,2025-11-25,TDWFP001,32,43.92,11.16,1
1210,2025-11-25,TDWFP021,6,38.1,8.81,1
1211,2025-11-25,TDWFP002,38,33.86,23.15,1
1212,2025-11-25,TDWFP011,12,25.3,14.13,1
1213,2025-11-25,TD440060U,13,31.56,29.85,1
1214,2025-11-25,TDWFP009,3,11.95,5.79,1
1215,2025-11-25,TDWFP008,22,45.39,12.37,1
1216,2025-11-25,TDWFP007,10,49.93,7.79,1
1217,2025-11-25,TD125030U,17,13.26,3.48,1
1218,2025-11-24,TDWFP008,24,45.39,12.37,1
1219,2025-11-24,TDWFP001,48,43.92,11.16,1
1220,2025-11-24,TDWFP010,59,43.28,30.23,1
1221,2025-11-24,TDW2075,5,18.98,4.13,1
1222,2025-11-24,TDWFP004,6,46.44,37.04,1
1223,2025-11-24,TD250120U,7,43.48,34.45,1
1224,2025-11-24,TDWFP007,16,49.93,7.79,1
1225,2025-11-24,TDWFP023,1,13.26,7.89,1
1226,2025-11-24,TDWFP012,5,42.57,32.61,1
1227,2025-11-24,TDWFP021,10,38.1,8.81,1
1228,2025-11-24,TDW4680,12,33.04,1.56,1
1229,2025-11-24,TD250060U,34,49.94,29.87,1
1230,2025-11-24,TDWFP024,25,17.18,1.27,1
1231,2025-11-24,TDWFP022,10,43.51,7.48,1
1232,2025-11-24,TD527030U,11,19.57,10.02,1
1233,2025-11-24,TD440060U,7,31.56,29.85,1
1234,2025-11-24,TDW2300,7,12.9,9.83,1
1235,2025-11-24,TDWFP020,13,48.09,28.37,1
1236,2025-11-24,TDWFP019,12,10.87,2.22,1
1237,2025-11-24,TDWFP011,15,25.3,14.13,1
1238,2025-11-24,TDWFP002,49,33.86,23.15,1
1239,2025-11-24,T172060U,6,17.61,7.17,1
1240,2025-11-24,TDWFP006,14,14.39,9.52,1
1241,2025-11-24,TDW3670,6,18.07,15.4,1
1242,2025-11-24,TDWFP003,52,32.46,9.59,1
1243,2025-11-24,TDWFP015,20,47.34,39.14,1
1244,2025-11-24,TD125060U,5,49.75,43.82,1
1245,2025-11-24,TD125030U,13,13.26,3.48,1
1246,2025-11-24,TDWFP014,3,35.79,22.5,1
1247,2025-11-24,TDW0910,9,49.86,13.92,1
1248,2025-11-24,TDWFP009,3,11.95,5.79,1
1249,2025-11-24,TD360060U,5,49.93,25.28,1
1250,2025-11-23,TDWFP022,4,43.51,7.48,1
1251,2025-11-23,TDWFP019,4,10.87,2.22,1
1252,2025-11-23,TDW4680,12,33.04,1.56,1
1253,2025-11-23,TDWFP008,27,45.39,12.37,1
1254,2025-11-23,TDWFP007,14,49.93,7.79,1
1255,2025-11-23,TDWFP003,49,32.46,9.59,1
1256,2025-11-23,TDWFP023,1,13.26,7.89,1
1257,2025-11-23,TDWFP010,54,43.28,30.23,1
1258,2025-11-23,TDWFP011,32,25.3,14.13,1
1259,2025-11-23,TD250060U,49,49.94,29.87,1
1260,2025-11-23,TD125030U,14,13.26,3.48,1
1261,2025-11-23,TDWFP004,11,46.44,37.04,1
1262,2025-11-23,TDWFP009,4,11.95,5.79,1
1263,2025-11-23,TD125060U,2,49.75,43.82,1
1264,2025-11-23,TDWFP020,11,48.09,28.37,1
1265,2025-11-23,TD440060U,8,31.56,29.85,1
1266,2025-11-23,TDW2300,3,12.9,9.83,1
1267,2025-11-23,TDWFP014,5,35.79,22.5,1
1268,2025-11-23,TDW2075,8,18.98,4.13,1
1269,2025-11-23,TDWFP016,5,22.8,20.75,1
1270,2025-11-23,TD360060U,3,49.93,25.28,1
1271,2025-11-23,TDWFP021,11,38.1,8.81,1
1272,2025-11-23,TDWFP006,18,14.39,9.52,1
1273,2025-11-23,TDW0910,11,49.86,13.92,1
1274,2025-11-23,TD250120U,12,43.48,34.45,1
1275,2025-11-23,TDWFP015,16,47.34,39.14,1
1276,2025-11-23,TDWFP002,41,33.86,23.15,1
1277,2025-11-23,TDWFP012,5,42.57,32.61,1
1278,2025-11-23,TDWFP024,13,17.18,1.27,1
1279,2025-11-23,TD527030U,12,19.57,10.02,1
1280,2025-11-23,TDWFP001,63,43.92,11.16,1
1281,2025-11-23,TDW3670,4,18.07,15.4,1
1282,2025-11-23,T172060U,3,17.61,7.17,1
1283,2025-11-22,TDWFP020,9,48.09,28.37,1
1284,2025-11-22,TDWFP010,58,43.28,30.23,1
1285,2025-11-22,TDWFP014,7,35.79,22.5,1
1286,2025-11-22,TDWFP019,8,10.87,2.22,1
1287,2025-11-22,TDWFP006,6,14.39,9.52,1
1288,2025-11-22,TDW3670,5,18.07,15.4,1
1289,2025-11-22,TDWFP024,21,17.18,1.27,1
1290,2025-11-22,TDWFP021,13,38.1,8.81,1
1291,2025-11-22,TD125060U,4,49.75,43.82,1
1292,2025-11-22,TDWFP022,6,43.51,7.48,1
1293,2025-11-22,TD250120U,8,43.48,34.45,1
1294,2025-11-22,TDWFP001,50,43.92,11.16,1
1295,2025-11-22,TDWFP009,2,11.95,5.79,1
1296,2025-11-22,TD125030U,14,13.26,3.48,1
1297,2025-11-22,TDWFP003,40,32.46,9.59,1
1298,2025-11-22,T172060U,8,17.61,7.17,1
1299,2025-11-22,TDWFP015,19,47.34,39.14,1
1300,2025-11-22,TDW0910,9,49.86,13.92,1
1301,2025-11-22,TD360060U,3,49.93,25.28,1
1302,2025-11-22,TD440060U,11,31.56,29.85,1
1303,2025-11-22,TDW2075,16,18.98,4.13,1
1304,2025-11-22,TDWFP012,8,42.57,32.61,1
1305,2025-11-22,TDWFP007,16,49.93,7.79,1
1306,2025-11-22,TDWFP002,47,33.86,23.15,1
1307,2025-11-22,TD527030U,8,19.57,10.02,1
1308,2025-11-22,TDWFP023,2,13.26,7.89,1
1309,2025-11-22,TDW2300,3,12.9,9.83,1
1310,2025-11-22,TDWFP008,17,45.39,12.37,1
1311,2025-11-22,TDWFP004,13,46.44,37.04,1
1312,2025-11-22,TDWFP011,18,25.3,14.13,1
1313,2025-11-22,TD250060U,33,49.94,29.87,1
1314,2025-11-22,TDW4680,13,33.04,1.56,1
1315,2025-11-21,TDWFP006,9,14.39,9.52,1
1316,2025-11-21,TDW3670,6,18.07,15.4,1
1317,2025-11-21,TD125030U,14,13.26,3.48,1
1318,2025-11-21,TDWFP010,57,43.28,30.23,1
1319,2025-11-21,T172060U,6,17.61,7.17,1
1320,2025-11-21,TDWFP015,23,47.34,39.14,1
1321,2025-11-21,TD250060U,33,49.94,29.87,1
1322,2025-11-21,TDW0910,6,49.86,13.92,1
1323,2025-11-21,TDWFP002,45,33.86,23.15,1
1324,2025-11-21,TD360060U,1,49.93,25.28,1
1325,2025-11-21,TD440060U,8,31.56,29.85,1
1326,2025-11-21,TDW4680,15,33.04,1.56,1
1327,2025-11-21,TDW2075,8,18.98,4.13,1
1328,2025-11-21,TDWFP024,15,17.18,1.27,1
1329,2025-11-21,TDWFP023,3,13.26,7.89,1
1330,2025-11-21,TDWFP022,7,43.51,7.48,1
1331,2025-11-21,TD250120U,20,43.48,34.45,1
1332,2025-11-21,TDW2300,5,12.9,9.83,1
1333,2025-11-21,TDWFP007,17,49.93,7.79,1
1334,2025-11-21,TDWFP019,10,10.87,2.22,1
1335,2025-11-21,TDWFP021,6,38.1,8.81,1
1336,2025-11-21,TDWFP012,4,42.57,32.61,1
1337,2025-11-21,TDWFP016,3,22.8,20.75,1
1338,2025-11-21,TDWFP020,6,48.09,28.37,1
1339,2025-11-21,TDWFP008,17,45.39,12.37,1
1340,2025-11-21,TD125060U,8,49.75,43.82,1
1341,2025-11-21,TDWFP009,6,11.95,5.79,1
1342,2025-11-21,TDWFP004,8,46.44,37.04,1
1343,2025-11-21,TDWFP014,9,35.79,22.5,1
1344,2025-11-21,TDWFP001,47,43.92,11.16,1
1345,2025-11-21,TDWFP011,29,25.3,14.13,1
1346,2025-11-21,TD527030U,12,19.57,10.02,1
1347,2025-11-21,TDWFP003,43,32.46,9.59,1
1348,2025-11-20,TDWFP023,6,13.26,7.89,1
1349,2025-11-20,TDW0910,15,49.86,13.92,1
1350,2025-11-20,TDWFP019,15,10.87,2.22,1
1351,2025-11-20,TDWFP003,61,32.46,9.59,1
1352,2025-11-20,TD125030U,15,13.26,3.48,1
1353,2025-11-20,TD250060U,39,49.94,29.87,1
1354,2025-11-20,TDW2300,8,12.9,9.83,1
1355,2025-11-20,TDWFP010,50,43.28,30.23,1
1356,2025-11-20,TDWFP011,14,25.3,14.13,1
1357,2025-11-20,TDWFP012,4,42.57,32.61,1
1358,2025-11-20,TDWFP024,26,17.18,1.27,1
1359,2025-11-20,TDWFP004,5,46.44,37.04,1
1360,2025-11-20,T172060U,5,17.61,7.17,1
1361,2025-11-20,TDWFP007,27,49.93,7.79,1
1362,2025-11-20,TD440060U,8,31.56,29.85,1
1363,2025-11-20,TDWFP001,77,43.92,11.16,1
1364,2025-11-20,TDWFP016,5,22.8,20.75,1
1365,2025-11-20,TD250120U,18,43.48,34.45,1
1366,2025-11-20,TDWFP002,70,33.86,23.15,1
1367,2025-11-20,TDW2075,7,18.98,4.13,1
1368,2025-11-20,TD527030U,12,19.57,10.02,1
1369,2025-11-20,TDWFP022,18,43.51,7.48,1
1370,2025-11-20,TDWFP006,15,14.39,9.52,1
1371,2025-11-20,TDWFP009,4,11.95,5.79,1
1372,2025-11-20,TDW4680,11,33.04,1.56,1
1373,2025-11-20,TD360060U,3,49.93,25.28,1
1374,2025-11-20,TDWFP020,11,48.09,28.37,1
1375,2025-11-20,TDW3670,8,18.07,15.4,1
1376,2025-11-20,TDWFP014,15,35.79,22.5,1
1377,2025-11-20,TDWFP008,27,45.39,12.37,1
1378,2025-11-20,TDWFP015,22,47.34,39.14,1
1379,2025-11-20,TDWFP021,7,38.1,8.81,1
1380,2025-11-20,TD125060U,4,49.75,43.82,1
1381,2025-11-19,TDWFP016,7,22.8,20.75,1
1382,2025-11-19,TD125030U,21,13.26,3.48,1
1383,2025-11-19,TDWFP008,20,45.39,12.37,1
1384,2025-11-19,TDWFP011,15,25.3,14.13,1
1385,2025-11-19,TDWFP022,13,43.51,7.48,1
1386,2025-11-19,TDW4680,16,33.04,1.56,1
1387,2025-11-19,TD250060U,43,49.94,29.87,1
1388,2025-11-19,TDWFP004,12,46.44,37.04,1
1389,2025-11-19,TD125060U,6,49.75,43.82,1
1390,2025-11-19,TD250120U,10,43.48,34.45,1
1391,2025-11-19,TDWFP015,16,47.34,39.14,1
1392,2025-11-19,TDWFP007,14,49.93,7.79,1
1393,2025-11-19,TD440060U,8,31.56,29.85,1
1394,2025-11-19,TDWFP003,54,32.46,9.59,1
1395,2025-11-19,TD527030U,6,19.57,10.02,1
1396,2025-11-19,TDWFP006,12,14.39,9.52,1
1397,2025-11-19,TD360060U,2,49.93,25.28,1
1398,2025-11-19,TDWFP009,8,11.95,5.79,1
1399,2025-11-19,TDW3670,10,18.07,15.4,1
1400,2025-11-19,TDWFP014,16,35.79,22.5,1
1401,2025-11-19,TDWFP002,54,33.86,23.15,1
1402,2025-11-19,TDWFP021,13,38.1,8.81,1
1403,2025-11-19,TDWFP020,16,48.09,28.37,1
1404,2025-11-19,TDWFP019,9,10.87,2.22,1
1405,2025-11-19,TDWFP001,63,43.92,11.16,1
1406,2025-11-19,TDW2075,10,18.98,4.13,1
1407,2025-11-19,TDW2300,5,12.9,9.83,1
1408,2025-11-19,TDWFP010,49,43.28,30.23,1
1409,2025-11-19,TDWFP023,6,13.26,7.89,1
1410,2025-11-19,TDW0910,7,49.86,13.92,1
1411,2025-11-19,TDWFP024,26,17.18,1.27,1
1412,2025-11-19,TDWFP012,8,42.57,32.61,1
1413,2025-11-19,T172060U,6,17.61,7.17,1
1414,2025-11-18,TD125060U,2,49.75,43.82,1
1415,2025-11-18,TD250120U,16,43.48,34.45,1
1416,2025-11-18,TDWFP022,23,43.51,7.48,1
1417,2025-11-18,TDWFP012,15,42.57,32.61,1
1418,2025-11-18,TDW2300,6,12.9,9.83,1
1419,2025-11-18,TDWFP002,76,33.86,23.15,1
1420,2025-11-18,T172060U,10,17.61,7.17,1
1421,2025-11-18,TD125030U,24,13.26,3.48,1
1422,2025-11-18,TDWFP001,87,43.92,11.16,1
1423,2025-11-18,TDWFP015,23,47.34,39.14,1
1424,2025-11-18,TDW2075,9,18.98,4.13,1
1425,2025-11-18,TDW4680,14,33.04,1.56,1
1426,2025-11-18,TD360060U,13,49.93,25.28,1
1427,2025-11-18,TDWFP006,14,14.39,9.52,1
1428,2025-11-18,TDW3670,9,18.07,15.4,1
1429,2025-11-18,TDWFP014,10,35.79,22.5,1
1430,2025-11-18,TDWFP009,7,11.95,5.79,1
1431,2025-11-18,TDWFP021,11,38.1,8.81,1
1432,2025-11-18,TDWFP020,14,48.09,28.37,1
1433,2025-11-18,TDWFP008,24,45.39,12.37,1
1434,2025-11-18,TDWFP019,9,10.87,2.22,1
1435,2025-11-18,TDWFP003,62,32.46,9.59,1
1436,2025-11-18,TDW0910,10,49.86,13.92,1
1437,2025-11-18,TDWFP010,51,43.28,30.23,1
1438,2025-11-18,TDWFP024,34,17.18,1.27,1
1439,2025-11-18,TD440060U,6,31.56,29.85,1
1440,2025-11-18,TDWFP004,8,46.44,37.04,1
1441,2025-11-18,TDWFP007,29,49.93,7.79,1
1442,2025-11-18,TDWFP011,43,25.3,14.13,1
1443,2025-11-18,TDWFP016,13,22.8,20.75,1
1444,2025-11-18,TDWFP023,5,13.26,7.89,1
1445,2025-11-18,TD250060U,45,49.94,29.87,1
1446,2025-11-18,TD527030U,18,19.57,10.02,1
1447,2025-11-17,TD440060U,14,31.56,29.85,1
1448,2025-11-17,TDW0910,10,49.86,13.92,1
1449,2025-11-17,TD527030U,10,19.57,10.02,1
1450,2025-11-17,TDWFP008,30,45.39,12.37,1
1451,2025-11-17,TDWFP012,9,42.57,32.61,1
1452,2025-11-17,TDWFP016,4,22.8,20.75,1
1453,2025-11-17,TDW2075,16,18.98,4.13,1
1454,2025-11-17,TD250120U,18,43.48,34.45,1
1455,2025-11-17,TDWFP011,20,25.3,14.13,1
1456,2025-11-17,TDWFP015,20,47.34,39.14,1
1457,2025-11-17,TDWFP006,21,14.39,9.52,1
1458,2025-11-17,TDWFP014,10,35.79,22.5,1
1459,2025-11-17,TDW3670,7,18.07,15.4,1
1460,2025-11-17,TDWFP021,18,38.1,8.81,1
1461,2025-11-17,TDWFP020,8,48.09,28.37,1
1462,2025-11-17,TD125060U,12,49.75,43.82,1
1463,2025-11-17,TDWFP019,10,10.87,2.22,1
1464,2025-11-17,TDWFP010,89,43.28,30.23,1
1465,2025-11-17,TDWFP003,66,32.46,9.59,1
1466,2025-11-17,TDWFP024,34,17.18,1.27,1
1467,2025-11-17,TDWFP004,9,46.44,37.04,1
1468,2025-11-17,TDWFP007,24,49.93,7.79,1
1469,2025-11-17,TD360060U,8,49.93,25.28,1
1470,2025-11-17,TDWFP023,6,13.26,7.89,1
1471,2025-11-17,TDWFP009,11,11.95,5.79,1
1472,2025-11-17,TDWFP002,64,33.86,23.15,1
1473,2025-11-17,TDW2300,11,12.9,9.83,1
1474,2025-11-17,TD125030U,16,13.26,3.48,1
1475,2025-11-17,T172060U,3,17.61,7.17,1
1476,2025-11-17,TDWFP022,11,43.51,7.48,1
1477,2025-11-17,TDWFP001,82,43.92,11.16,1
1478,2025-11-17,TDW4680,27,33.04,1.56,1
1479,2025-11-17,TD250060U,47,49.94,29.87,1
1480,2025-11-16,TDWFP009,8,11.95,5.79,1
1481,2025-11-16,TDWFP003,81,32.46,9.59,1
1482,2025-11-16,TDWFP023,2,13.26,7.89,1
1483,2025-11-16,T172060U,4,17.61,7.17,1
1484,2025-11-16,TDW0910,22,49.86,13.92,1
1485,2025-11-16,TD360060U,5,49.93,25.28,1
1486,2025-11-16,TDWFP015,24,47.34,39.14,1
1487,2025-11-16,TD125030U,14,13.26,3.48,1
1488,2025-11-16,TD125060U,4,49.75,43.82,1
1489,2025-11-16,TDWFP008,39,45.39,12.37,1
1490,2025-11-16,TD250120U,20,43.48,34.45,1
1491,2025-11-16,TDWFP007,22,49.93,7.79,1
1492,2025-11-16,TDWFP011,17,25.3,14.13,1
1493,2025-11-16,TD250060U,48,49.94,29.87,1
1494,2025-11-16,TDWFP010,82,43.28,30.23,1
1495,2025-11-16,TDWFP002,52,33.86,23.15,1
1496,2025-11-16,TDWFP020,10,48.09,28.37,1
1497,2025-11-16,TDWFP019,9,10.87,2.22,1
1498,2025-11-16,TDW4680,18,33.04,1.56,1
1499,2025-11-16,TDWFP001,88,43.92,11.16,1
1500,2025-11-16,TDWFP022,15,43.51,7.48,1
